beautiful paintings in the gallery, 0, false, 1
beautiful paintings in the gallery, 165, false, 1
207990.315328792, 207990.413858, -5.0, 4.0
207990.465078792, 207990.565095375, -5.0, 4.0
207990.615177583, 207990.730536792, -5.0, 4.0
207990.78430775, 207990.8805105, -5.0, 4.0
207990.931990917, 207991.031663208, -5.0, 4.0
207991.465071583, 207991.563937917, -5.0, 4.0
207991.948673, 207993.014044708, 12.7375011444092, 4.0
207993.515233333, 207993.630766625, -5.0, 4.0
207993.682150875, 207993.780828833, -5.0, 4.0
207993.832312167, 207993.915366042, -5.0, 4.0
207993.981996458, 207994.08078275, -5.0, 4.0
207994.165440542, 207994.265298458, -5.0, 4.0
207995.048729667, 207997.348900208, 17.2749996185303, 4.0
207997.815556167, 207997.947804667, -5.0, 4.0
207997.999045292, 207998.099010833, -5.0, 4.0
207999.382388458, 208000.264500125, 16.0375003814697, 4.0
208001.18241, 208001.715844, 5.47749996185303, 4.0
208002.265781458, 208002.38124575, -5.0, 4.0
208002.432661542, 208002.532540583, -5.0, 4.0
208002.599397833, 208002.699428083, -5.0, 4.0
208003.132740042, 208003.915809292, 8.69499969482422, 4.0
208004.582717417, 208004.664837167, -5.0, 4.0
208004.73290925, 208004.83146625, -5.0, 4.0
208004.89944375, 208004.998087333, -5.0, 4.0
208005.049324292, 208005.14935575, -5.0, 4.0
208005.21606775, 208005.298263292, -5.0, 4.0
208005.366269583, 208005.464876167, -5.0, 4.0
208005.71642475, 208005.798176, -5.0, 4.0
208006.949528375, 208007.34952675, -0.792500019073486, 4.0
208008.083003958, 208009.066399167, 3.08500003814697, 4.0
208009.616374333, 208009.699485333, 100.0, 1.0
208009.583092333, 208009.983068375, -5.0, 4.0
208010.032956583, 208010.166258583, 100.0, 1.0
208010.032956583, 208010.515210458, -5.0, 4.0
208010.766411333, 208011.449816708, 0.115000247955322, 4.0
208011.866394167, 208011.965222, -5.0, 4.0
208012.033293417, 208012.131958208, -5.0, 4.0
208012.783245917, 208013.083346292, 0.0325002670288086, 4.0
208013.983406125, 208015.16691875, 14.1399993896484, 4.0
208015.616848417, 208015.698751917, -5.0, 4.0
208016.350465083, 208017.033560458, 3.08500003814697, 4.0
208017.583540125, 208017.666944375, -5.0, 4.0
208017.733582542, 208017.848951542, -5.0, 4.0
208017.936119333, 208017.999070667, -5.0, 4.0
208018.083550792, 208018.183433458, -5.0, 4.0
208019.017047167, 208019.367093333, -0.957499980926514, 4.0
208019.950481208, 208020.733712542, 7.04500007629395, 4.0
208021.667461625, 208021.750329958, 100.0, 1.0
208022.283748583, 208022.400337417, 100.0, 1.0
208022.950454083, 208023.41743975, 0.0325002670288086, 4.0
208023.8673255, 208023.949298042, -5.0, 4.0
208024.01726775, 208024.1160725, -5.0, 4.0
208025.000790167, 208026.217394417, 20.0799999237061, 4.0
208026.869965542, 208026.93286, -5.0, 4.0
208027.384239333, 208027.95087475, 7.21000003814697, 4.0
208028.500870667, 208028.599639792, -5.0, 4.0
208028.667727667, 208028.750884667, -5.0, 4.0
208028.81775825, 208028.91631175, -5.0, 4.0
208028.967620708, 208029.083004208, -5.0, 4.0
208030.26772975, 208031.217847833, 4.32250022888184, 4.0
208031.634400833, 208031.751045625, -5.0, 4.0
208031.818116708, 208031.917816667, -5.0, 4.0
208031.96793525, 208032.066589, -5.0, 4.0
208032.117883667, 208032.216761708, -5.0, 4.0
208032.301662583, 208032.400029792, -5.0, 4.0
208032.934616917, 208033.184561458, -0.875, 4.0
208033.617918792, 208033.716614292, -5.0, 4.0
208033.768165542, 208033.883354417, -5.0, 4.0
208034.468131417, 208035.151445167, 3.00250053405762, 4.0
208035.618057292, 208035.718112833, -5.0, 4.0
208036.351399292, 208036.901516625, 14.0574989318848, 4.0
208037.584762083, 208037.700350208, -5.0, 4.0
208037.7682705, 208037.851567458, -5.0, 4.0
208037.918335833, 208038.01699325, -5.0, 4.0
208038.08498125, 208038.166952042, -5.0, 4.0
208038.268332375, 208038.366883, -5.0, 4.0
208038.901615708, 208040.967103625, 18.5124988555908, 4.0
208041.46851, 208041.518346375, -5.0, 4.0
208041.602004875, 208041.700699042, -5.0, 4.0
208041.751816583, 208041.867164917, -5.0, 4.0
208041.91841275, 208042.017345125, -5.0, 4.0
208042.418542208, 208043.035473125, 4.07499980926514, 4.0
208043.535163375, 208043.633946, -5.0, 4.0
208043.721072167, 208043.800639667, -5.0, 4.0
208043.852091833, 208043.950652708, -5.0, 4.0
208044.001852833, 208044.102040667, -5.0, 4.0
208044.151910292, 208044.251945583, -5.0, 4.0
208044.335391375, 208044.402147083, -5.0, 4.0
208045.185415125, 208046.484119125, 19.0900001525879, 4.0
she wears too much makeup, 120, false, 6
208048.985653458, 208049.651209208, 17.0275001525879, 4.0
208050.31908025, 208050.401046, -5.0, 4.0
208050.469101708, 208050.552298792, -5.0, 4.0
208050.619148167, 208050.702614375, -5.0, 4.0
208051.169170292, 208051.785828083, 5.14750003814697, 4.0
208052.602634667, 208052.684553458, -5.0, 4.0
208052.752648375, 208052.852592917, -5.0, 4.0
208052.902660208, 208053.002562917, -5.0, 4.0
208053.052631167, 208053.1680765, -5.0, 4.0
208053.219292625, 208053.319238833, -5.0, 4.0
208053.385959625, 208053.484739417, -5.0, 4.0
208053.802751625, 208053.919143542, -5.0, 4.0
208054.202590542, 208054.302556542, -5.0, 4.0
208054.369204667, 208054.484587042, -5.0, 4.0
208055.085841917, 208055.736160792, 4.23999977111816, 4.0
208056.169090667, 208056.252395, -5.0, 4.0
208056.352518625, 208056.41900875, -5.0, 4.0
208056.502621542, 208056.58487575, -5.0, 4.0
208056.652798583, 208056.751712625, -5.0, 4.0
208056.819496167, 208056.919546625, -5.0, 4.0
208057.76947975, 208057.985826625, 0.115000247955322, 4.0
208058.319485542, 208058.418108958, -5.0, 4.0
208058.522078333, 208058.586525917, -5.0, 4.0
208059.102941, 208060.151744, 22.2250003814697, 4.0
208061.169760917, 208061.786539625, 5.14750003814697, 4.0
208062.353067375, 208062.451683417, -5.0, 4.0
208062.519845208, 208062.603237, -5.0, 4.0
208062.669800875, 208062.753464167, -5.0, 4.0
208063.2198835, 208063.469862042, 1.02250003814697, 4.0
208064.436642083, 208065.052234083, 17.3575000762939, 4.0
208066.103398083, 208067.269841167, 19.1725006103516, 4.0
208067.753399917, 208067.836878708, -5.0, 4.0
208068.487061375, 208068.870301125, 0.0325002670288086, 4.0
208069.77030425, 208069.887360625, -0.875, 4.0
208069.953679583, 208070.05383525, -5.0, 4.0
208070.489614417, 208071.335907458, 20.2449989318848, 4.0
208071.937175917, 208072.052583458, -5.0, 4.0
208072.420524667, 208073.385991042, 14.4699993133545, 4.0
208073.987355958, 208074.687286708, 4.73499965667725, 4.0
208075.737595958, 208075.803827417, 100.0, 1.0
208075.703933042, 208076.052797542, -5.0, 4.0
208076.187523333, 208076.304132542, 100.0, 1.0
208076.187523333, 208076.569421958, -5.0, 4.0
208076.720650208, 208078.02079525, 15.2124996185303, 4.0
208078.570845542, 208078.604105625, -5.0, 4.0
208079.237632833, 208079.302934042, -5.0, 4.0
208079.687587125, 208079.837605, 9.4375, 4.0
208080.354289375, 208080.487553375, 100.0, 1.0
208080.354289375, 208080.65310225, -5.0, 4.0
208081.571154083, 208083.3700645, 14.9650001525879, 4.0
208085.10476475, 208085.87026875, 14.1399993896484, 4.0
208086.421308333, 208086.520100208, -5.0, 4.0
208086.588132917, 208086.703571958, -5.0, 4.0
208087.504801292, 208087.888258125, 2.09500026702881, 4.0
208088.388150375, 208088.4869775, -5.0, 4.0
208088.554753333, 208088.670242083, -5.0, 4.0
208089.07163275, 208089.804980542, 14.0574989318848, 4.0
208090.388245083, 208090.503798333, -5.0, 4.0
208090.555081458, 208090.670339375, -5.0, 4.0
208090.721729583, 208090.805168333, -5.0, 4.0
208091.221740042, 208092.338140292, 19.0900001525879, 4.0
208092.805089958, 208092.920529917, -5.0, 4.0
208092.97186825, 208093.070547417, -5.0, 4.0
208093.138758917, 208093.238566167, -5.0, 4.0
208093.921859375, 208094.338688583, 2.01250028610229, 4.0
208094.888682292, 208094.987372833, -5.0, 4.0
208095.055252375, 208095.121981792, -5.0, 4.0
208095.257785333, 208095.337332875, -5.0, 4.0
208095.855348958, 208096.455277292, 7.04500007629395, 4.0
208096.905339458, 208097.005293542, -5.0, 4.0
208097.07225675, 208097.172252417, -5.0, 4.0
208097.222139958, 208097.320936125, -5.0, 4.0
208097.388561208, 208097.488712833, -5.0, 4.0
208098.255550167, 208098.455938833, -0.957499980926514, 4.0
208098.955522417, 208099.054259375, -5.0, 4.0
208099.122312125, 208099.222263417, -5.0, 4.0
208099.288937542, 208099.354406, -5.0, 4.0
208100.672484833, 208100.905715708, 4.23999977111816, 4.0
208102.222368, 208102.304455833, -0.627500057220459, 4.0
208103.222609917, 208103.27149025, -5.0, 4.0
208104.722513167, 208104.839068333, 100.0, 1.0
208104.722513167, 208105.1214005, -5.0, 4.0
208105.472512, 208105.555910417, 100.0, 1.0
208105.472512, 208105.80463775, -5.0, 4.0
208106.2059975, 208106.689602083, -1.28750014305115, 4.0
208107.172794375, 208107.221409875, -5.0, 4.0
208107.32275375, 208107.40601375, -5.0, 4.0
208109.806262792, 208111.106678, 13.0675010681152, 4.0
208111.773046792, 208112.056570667, -0.792500019073486, 4.0
208113.089872458, 208113.606686792, 10.0975008010864, 4.0
208114.389979875, 208115.973103583, 100.0, 1.0
208114.25654625, 208116.205324125, -5.0, 4.0
208116.240050042, 208116.340134708, 100.0, 1.0
208116.240050042, 208116.756604667, 100.0, 1.0
208116.240050042, 208117.022221042, -5.0, 4.0
208117.306873292, 208117.940152625, 9.84999942779541, 4.0
208118.906981875, 208118.956939, -5.0, 4.0
208119.057070583, 208119.140102708, -5.0, 4.0
208119.207102333, 208119.305643, -5.0, 4.0
208119.356837, 208119.457024417, -5.0, 4.0
208119.5235785, 208119.622315833, -5.0, 4.0
208119.707101, 208119.789025042, -5.0, 4.0
208120.006793917, 208120.122412625, -5.0, 4.0
208120.75707025, 208120.957164542, 0.0325002670288086, 4.0
208121.823796, 208122.407257208, 10.1800003051758, 4.0
208122.923786083, 208123.022471458, -5.0, 4.0
208123.073854958, 208123.174038375, -5.0, 4.0
208123.657305042, 208124.090535375, 3.08500003814697, 4.0
208124.640744667, 208124.756309208, -5.0, 4.0
208124.807423708, 208124.92260825, -5.0, 4.0
208124.973961583, 208125.089319708, -5.0, 4.0
208125.157418208, 208125.256201542, -5.0, 4.0
208125.407334083, 208125.523977125, -5.0, 4.0
208126.090700792, 208127.057481583, 24.3699989318848, 4.0
208127.590919375, 208127.707490458, -5.0, 4.0
208127.757314875, 208127.857435417, -5.0, 4.0
208127.907558, 208128.022920958, -5.0, 4.0
208128.076617833, 208128.156341667, -5.0, 4.0
208128.2240495, 208128.339761917, -5.0, 4.0
208128.690958583, 208129.673027417, 16.2849998474121, 4.0
you want to eat your cake, 106, false, 7
208132.474525458, 208133.456627708, 24.1224994659424, 4.0
208134.324576042, 208136.106848917, 13.0675010681152, 4.0
208136.624687458, 208136.70672325, -5.0, 4.0
208136.77475975, 208136.87343425, -5.0, 4.0
208136.926058042, 208137.008147625, -5.0, 4.0
208137.058065792, 208137.173648625, -5.0, 4.0
208137.241310917, 208137.356732375, -5.0, 4.0
208137.758312083, 208138.790207625, 20.2449989318848, 4.0
208139.891765333, 208141.775080208, 1.26999998092651, 4.0
208142.258332375, 208142.357206833, -5.0, 4.0
208142.425061708, 208142.50869675, -5.0, 4.0
208142.592052792, 208142.641805792, -5.0, 4.0
208145.608567833, 208145.773879208, 7.78749942779541, 4.0
208147.108873625, 208147.191800083, 100.0, 1.0
208147.07405175, 208147.440906208, -5.0, 4.0
208147.575280583, 208147.708624708, 100.0, 1.0
208147.575280583, 208148.007545958, -5.0, 4.0
208148.558923417, 208149.042205875, -0.710000038146973, 4.0
208149.942115375, 208150.008990458, -5.0, 4.0
208150.10916175, 208150.175642792, -5.0, 4.0
208150.675678042, 208151.641046542, 22.3899993896484, 4.0
208152.859113083, 208153.175843292, 0.0325002670288086, 4.0
208153.79287075, 208155.17594225, 11.2525005340576, 4.0
208155.759284417, 208155.858117167, -5.0, 4.0
208155.925976042, 208156.02589975, -5.0, 4.0
208156.092551292, 208156.176040167, -5.0, 4.0
208156.29276075, 208156.392727333, -5.0, 4.0
208156.476062625, 208156.557969417, -5.0, 4.0
208156.659434167, 208156.742809, -5.0, 4.0
208157.359528833, 208158.208304667, 20.1625003814697, 4.0
208158.776146667, 208158.874935167, -5.0, 4.0
208159.51108075, 208159.842862042, 0.115000247955322, 4.0
208160.709562167, 208160.824999375, -5.0, 4.0
208160.926359333, 208161.02504725, -5.0, 4.0
208161.642987833, 208162.60980175, 19.3374996185303, 4.0
208163.126426458, 208163.22630575, -5.0, 4.0
208166.35863275, 208166.442047792, -5.0, 4.0
208166.459947458, 208166.558704083, -5.0, 4.0
208167.210086417, 208167.276583792, 100.0, 1.0
208167.159905458, 208167.558828708, -5.0, 4.0
208168.343474417, 208168.743369833, 0.197499752044678, 4.0
208169.395990917, 208169.476764958, -5.0, 4.0
208169.543781542, 208169.658935833, -5.0, 4.0
208171.743696792, 208171.810446833, 100.0, 1.0
208172.210221125, 208173.425649667, 20.1625003814697, 4.0
208173.977219958, 208174.060377167, -5.0, 4.0
208174.54390075, 208175.377350417, 14.0574989318848, 4.0
208175.8605405, 208175.960553083, -5.0, 4.0
208176.027773417, 208176.142631625, -5.0, 4.0
208177.06072775, 208177.344047875, -0.875, 4.0
208178.12984975, 208178.177321417, -5.0, 4.0
208178.260942125, 208178.359449083, -5.0, 4.0
208178.794198375, 208179.477622292, 2.01250028610229, 4.0
208180.44419725, 208180.542988417, -5.0, 4.0
208180.610939875, 208180.711135583, -5.0, 4.0
208180.813373708, 208180.876393292, -5.0, 4.0
208180.944320958, 208181.0442425, -5.0, 4.0
208181.194313625, 208181.277657792, -5.0, 4.0
208181.844307458, 208182.22777425, -0.875, 4.0
208183.194424375, 208184.126606875, 18.0174999237061, 4.0
208184.677820542, 208184.776521583, -5.0, 4.0
208184.844632792, 208184.926542708, -5.0, 4.0
208184.994543958, 208185.094612875, -5.0, 4.0
208186.02794875, 208186.277962625, 1.10500001907349, 4.0
208187.194621167, 208187.277905083, -5.0, 4.0
208187.361425375, 208187.460058083, -5.0, 4.0
208187.894817, 208188.828062, 25.0300006866455, 4.0
208189.278102542, 208189.394761667, -5.0, 4.0
208190.094997583, 208191.644998792, 12.1599998474121, 4.0
208192.144908042, 208192.260338958, -5.0, 4.0
208192.3308235, 208192.410362042, -5.0, 4.0
208192.461748458, 208192.577130833, -5.0, 4.0
208192.611635, 208192.710454375, -5.0, 4.0
208192.76171925, 208192.861704542, -5.0, 4.0
208192.911676333, 208193.010547208, -5.0, 4.0
208193.595186, 208194.244051042, 19.0075016021729, 4.0
208194.79516025, 208194.893907583, -5.0, 4.0
208194.961890208, 208195.077259208, -5.0, 4.0
208195.128976958, 208195.228567875, -5.0, 4.0
208195.911891208, 208196.062003958, -0.957499980926514, 4.0
208197.428714542, 208197.511828375, 100.0, 1.0
208197.377368792, 208197.777405292, -5.0, 4.0
208197.862104708, 208198.028749042, 100.0, 1.0
208197.862104708, 208199.545417, 19.0075016021729, 4.0
208200.128735458, 208200.2275395, -5.0, 4.0
208200.295731167, 208200.379016708, -5.0, 4.0
208200.445481625, 208200.56238675, -5.0, 4.0
208200.945596917, 208201.945611667, 17.0275001525879, 4.0
208202.395722167, 208202.511027167, -5.0, 4.0
208203.112675167, 208203.429187458, 4.32250022888184, 4.0
208204.962382792, 208205.061308417, -5.0, 4.0
208205.129309542, 208205.2291855, -5.0, 4.0
208206.079228125, 208206.429083625, 1.02250003814697, 4.0
208206.89595175, 208207.011277417, -5.0, 4.0
208207.062714375, 208207.162646542, -5.0, 4.0
208207.2484375, 208207.328010958, -5.0, 4.0
208208.12940025, 208208.396070667, 1.02250003814697, 4.0
208209.579463625, 208210.729330625, 9.93249988555908, 4.0
208211.162821917, 208211.278323917, -5.0, 4.0
208211.346356167, 208211.446361333, -5.0, 4.0
208212.029694208, 208212.646326417, 3.08500003814697, 4.0
208213.296460583, 208213.39506725, -5.0, 4.0
208213.498940167, 208213.561828542, -5.0, 4.0
208213.629905542, 208213.72976525, -5.0, 4.0
208213.779661667, 208213.895282875, -5.0, 4.0
208213.963067708, 208214.079714417, -5.0, 4.0
that land is owned by the government, 192, false, 8
208233.964442958, 208234.829865083, 19.1725006103516, 4.0
208236.264378208, 208237.18131475, 9.35500049591064, 4.0
208237.764656292, 208237.8464165, -5.0, 4.0
208237.930888958, 208238.013167833, -5.0, 4.0
208238.647705, 208239.048072042, 0.0325002670288086, 4.0
208240.031472708, 208241.780342708, 17.1100006103516, 4.0
208242.264961375, 208242.331518167, -5.0, 4.0
208242.415141458, 208242.498432625, -5.0, 4.0
208242.565174792, 208242.648522125, -5.0, 4.0
208242.715101875, 208242.813613458, -5.0, 4.0
208243.048339125, 208243.147073417, -5.0, 4.0
208243.765116542, 208244.064951, -0.875, 4.0
208244.648412292, 208246.615184708, 5.23000049591064, 4.0
208247.815377292, 208247.865154583, 100.0, 1.0
208248.215188208, 208248.381931625, 100.0, 1.0
208248.215188208, 208248.59868, -5.0, 4.0
208248.982070042, 208249.915743333, -0.875, 4.0
208250.465357208, 208250.497656208, -5.0, 4.0
208250.582208542, 208250.648919667, -5.0, 4.0
208251.782245625, 208252.431129167, 11.1700000762939, 4.0
208252.898967458, 208253.014386792, -5.0, 4.0
208253.065766792, 208253.166190083, -5.0, 4.0
208253.232581208, 208253.315771, -5.0, 4.0
208253.898998958, 208254.248798792, 0.115000247955322, 4.0
208255.365898417, 208256.782558542, 10.4274997711182, 4.0
208258.364728, 208258.449192292, -5.0, 4.0
208258.599145333, 208258.699191917, -5.0, 4.0
208258.882953167, 208258.982678375, -5.0, 4.0
208259.049390292, 208259.11600875, -5.0, 4.0
208259.182776792, 208259.232659167, -5.0, 4.0
208259.382934792, 208259.44934125, -5.0, 4.0
208259.78279725, 208259.8480995, -5.0, 4.0
208260.516199292, 208261.049479875, 2.01250028610229, 4.0
208261.649538542, 208261.7327385, -5.0, 4.0
208261.816245792, 208261.916711583, -5.0, 4.0
208261.999477875, 208262.099608917, -5.0, 4.0
208262.182913167, 208262.266243125, -5.0, 4.0
208263.182894792, 208263.499747542, -0.957499980926514, 4.0
208264.366293125, 208264.449672583, -5.0, 4.0
208264.51655175, 208264.631790083, -5.0, 4.0
208265.266457583, 208265.782016458, 10.0975008010864, 4.0
208266.349722417, 208266.448533167, -5.0, 4.0
208267.465197167, 208267.598404625, 8.52999973297119, 4.0
208268.916609375, 208268.965487083, -5.0, 4.0
208269.998815958, 208270.083331083, 100.0, 1.0
208272.832354292, 208273.349044833, 6.96250057220459, 4.0
208274.350443417, 208275.317077875, 18.0174999237061, 4.0
208275.9672075, 208276.033787292, -5.0, 4.0
208276.850615333, 208278.000669167, 0.197499752044678, 4.0
208278.5006315, 208278.549452875, -5.0, 4.0
208278.684138417, 208278.73276875, -5.0, 4.0
208279.350776958, 208279.950747208, 14.0574989318848, 4.0
208280.45085025, 208280.550758458, -5.0, 4.0
208280.61765325, 208280.716230667, -5.0, 4.0
208281.017603875, 208281.666345917, 23.2150001525879, 4.0
208282.100914, 208282.199618792, -5.0, 4.0
208282.867838875, 208283.349854583, 12.1599998474121, 4.0
208283.800958208, 208283.901076292, -5.0, 4.0
208283.967791167, 208284.067642417, -5.0, 4.0
208284.13450075, 208284.233077292, -5.0, 4.0
208284.301154042, 208284.399888042, -5.0, 4.0
208285.117828417, 208285.634629542, 3.00250053405762, 4.0
208286.117750542, 208286.217748083, -5.0, 4.0
208286.284574, 208286.383371583, -5.0, 4.0
208286.451276083, 208286.54988025, -5.0, 4.0
208286.618016917, 208286.7012125, -5.0, 4.0
208286.784676667, 208286.916692667, -5.0, 4.0
208287.53453275, 208287.96807925, 2.01250028610229, 4.0
208288.551225792, 208288.633299375, -5.0, 4.0
208288.768315833, 208288.86675975, -5.0, 4.0
208288.934699458, 208289.033393, -5.0, 4.0
208289.151508333, 208289.268090375, -5.0, 4.0
208290.851565583, 208291.168154792, 0.279999732971191, 4.0
208291.701505958, 208291.818160958, -5.0, 4.0
208292.118308125, 208292.233630083, -5.0, 4.0
208292.935065, 208293.368353167, 2.09500026702881, 4.0
208293.951569792, 208294.067119667, -5.0, 4.0
208294.168370042, 208294.235218792, -5.0, 4.0
208299.535410792, 208299.718720167, -5.0, 4.0
208301.200850917, 208301.318792542, -5.0, 4.0
208302.46759975, 208303.118905958, -5.0, 4.0
208303.719136083, 208304.18553775, -5.0, 4.0
208305.002291833, 208305.419167792, -5.0, 4.0
208306.735800792, 208307.485798333, 25.0300006866455, 4.0
208308.052565875, 208308.13464125, -5.0, 4.0
208309.252721042, 208311.236176917, 1.92999982833862, 4.0
208311.702794875, 208311.769433292, -5.0, 4.0
208311.852787208, 208311.951667, -5.0, 4.0
208312.536347375, 208313.435124792, 18.1000003814697, 4.0
208314.052956583, 208314.118311792, -5.0, 4.0
208314.186643042, 208314.285060333, -5.0, 4.0
208314.336297958, 208314.436328042, -5.0, 4.0
208314.919661042, 208315.436387875, 8.03500080108643, 4.0
208315.919704417, 208316.003071708, -5.0, 4.0
208316.619825875, 208317.186556417, 3.00250053405762, 4.0
208317.636502458, 208317.719783125, -5.0, 4.0
208317.786559375, 208317.887178625, -5.0, 4.0
208317.953496708, 208318.053251625, -5.0, 4.0
208318.120043958, 208318.219882917, -5.0, 4.0
208318.336526125, 208318.453372083, -5.0, 4.0
208319.003415542, 208319.270024208, 0.0325002670288086, 4.0
208319.803352333, 208319.868776292, -5.0, 4.0
208319.987133708, 208320.068749833, -5.0, 4.0
208320.55351825, 208321.07015475, 5.14750003814697, 4.0
208321.47029375, 208321.552179875, -5.0, 4.0
208321.6206035, 208321.718972542, -5.0, 4.0
208321.787121958, 208321.885617292, -5.0, 4.0
208321.937031167, 208322.037016625, -5.0, 4.0
208322.087033083, 208322.203518333, -5.0, 4.0
208322.253530958, 208322.353494042, -5.0, 4.0
208322.770187083, 208322.835620542, -5.0, 4.0
208323.13697825, 208323.218998875, -5.0, 4.0
208323.637199042, 208324.570363708, 12.1599998474121, 4.0
208325.053574417, 208325.152406417, -5.0, 4.0
208325.220587125, 208325.303769125, -5.0, 4.0
208325.389517375, 208325.453929333, -5.0, 4.0
208325.520305125, 208325.60385375, -5.0, 4.0
208325.67059175, 208325.769143542, -5.0, 4.0
208325.820451958, 208325.919289667, -5.0, 4.0
208325.987029667, 208326.086056583, -5.0, 4.0
208326.953794875, 208328.12045875, -5.0, 4.0
208329.587486708, 208332.769816917, 19.4200000762939, 4.0
208333.903021542, 208333.954240708, -5.0, 4.0
208334.054357958, 208334.154259458, -5.0, 4.0
208334.237712708, 208334.319735708, -5.0, 4.0
208334.40434775, 208334.486412667, -5.0, 4.0
208334.954436292, 208335.337795042, 3.16750049591064, 4.0
208335.954321375, 208336.037730542, -5.0, 4.0
208336.121132292, 208336.20455825, -5.0, 4.0
208336.271090958, 208336.369836375, -5.0, 4.0
208336.437974208, 208336.521029917, -5.0, 4.0
208336.621113292, 208336.72109225, -5.0, 4.0
208337.204532542, 208338.504583917, 16.2024993896484, 4.0
208341.088172375, 208341.154593583, 100.0, 1.0
208341.053401792, 208341.453599875, -5.0, 4.0
208343.003575083, 208343.920362292, 14.0574989318848, 4.0
208344.48828875, 208344.570283125, -5.0, 4.0
208344.655232125, 208344.721688167, -5.0, 4.0
208344.788301375, 208344.870413792, -5.0, 4.0
208344.938379375, 208345.00499825, -5.0, 4.0
208345.088378708, 208345.170552, -5.0, 4.0
208345.238449708, 208345.321735, -5.0, 4.0
208345.755125917, 208345.820392292, -5.0, 4.0
208345.988538375, 208346.070495333, -5.0, 4.0
208346.155354042, 208346.237298333, -5.0, 4.0
208349.072022333, 208350.220974625, 6.38500022888184, 4.0
208351.472131542, 208351.53757775, -5.0, 4.0
208351.622193208, 208351.705486125, -5.0, 4.0
208351.789045333, 208351.8723305, -5.0, 4.0
208351.922055375, 208352.021005042, -5.0, 4.0
208352.105679917, 208352.172111, -5.0, 4.0
208352.555479708, 208352.637525, -5.0, 4.0
208352.872086083, 208352.954329083, -5.0, 4.0
208353.055603, 208353.137619708, -5.0, 4.0
208353.238886, 208353.337618292, -5.0, 4.0
208353.405544708, 208353.488792958, -5.0, 4.0
208353.805704667, 208353.904284833, -5.0, 4.0
208354.255586292, 208354.338836792, -5.0, 4.0
208354.522142208, 208354.571019375, -5.0, 4.0
208354.955585708, 208355.054399292, -5.0, 4.0
208355.155615125, 208355.255589625, -5.0, 4.0
208355.338840708, 208355.437821667, -5.0, 4.0
208356.139077292, 208356.28887425, 100.0, 1.0
208356.089088708, 208356.504488583, -5.0, 4.0
208357.072418417, 208358.104637792, 12.1599998474121, 4.0
208358.63931375, 208358.722470792, -5.0, 4.0
208358.789511875, 208358.888029125, -5.0, 4.0
208358.939495, 208359.021308375, -5.0, 4.0
208359.122540167, 208359.188324625, -5.0, 4.0
208360.322685708, 208361.022688583, 13.0675010681152, 4.0
208361.522683125, 208361.622655708, -5.0, 4.0
208362.239504917, 208364.27291525, 6.71499919891357, 4.0
208364.756262042, 208364.855096917, -5.0, 4.0
208364.923289208, 208365.005000833, -5.0, 4.0
208365.073060792, 208365.156457042, -5.0, 4.0
208365.23956025, 208365.323024042, -5.0, 4.0
208365.40633575, 208365.505119667, -5.0, 4.0
208365.973209542, 208366.723046125, 11.0050010681152, 4.0
208367.356477667, 208367.455320417, -5.0, 4.0
208367.523203417, 208367.621897417, -5.0, 4.0
208367.706963958, 208367.788546708, -5.0, 4.0
208367.856693708, 208367.955299125, -5.0, 4.0
208368.023121458, 208368.106568042, -5.0, 4.0
208368.189754625, 208368.288551542, -5.0, 4.0
208368.956704208, 208370.3054725, 18.0174999237061, 4.0
208371.438855042, 208371.506659708, -5.0, 4.0
208371.606937458, 208371.690403958, -5.0, 4.0
208371.790174292, 208371.873441625, -5.0, 4.0
208371.973261167, 208372.056906458, -5.0, 4.0
208372.173588583, 208372.206754625, -5.0, 4.0
208373.790239833, 208374.090221583, -5.0, 4.0
208374.490236, 208374.806963708, -5.0, 4.0
insurance is important for bad drivers, 47, false, 9
208535.101004625, 208536.450968208, 0.279999732971191, 4.0
208537.851122083, 208540.751069, 0.940000057220459, 4.0
208541.3179755, 208542.351366833, 19.3374996185303, 4.0
208542.717959167, 208543.61804, 21.0700016021729, 4.0
208544.134766042, 208545.834840292, 16.1199989318848, 4.0
208546.401552333, 208547.151667625, -0.875, 4.0
208547.53493825, 208548.368489458, 11.1700000762939, 4.0
208548.768470167, 208549.635132583, 2.01250028610229, 4.0
208550.251849, 208550.785177458, 3.08500003814697, 4.0
208552.485307208, 208552.635167375, 100.0, 1.0
208553.950661583, 208554.068646417, 100.0, 1.0
208553.950661583, 208554.36741375, -5.0, 4.0
208554.718814125, 208558.152337333, 9.76749992370605, 4.0
208558.535537458, 208559.235822375, 11.1700000762939, 4.0
208559.635816, 208560.669270208, 15.8724994659424, 4.0
208561.619418333, 208563.119204542, 19.0075016021729, 4.0
208563.619533417, 208564.586126958, 18.1824989318848, 4.0
208565.219506375, 208566.136315292, 2.09500026702881, 4.0
208566.552846625, 208567.61970525, 11.2525005340576, 4.0
208568.052981542, 208568.502986375, 5.23000049591064, 4.0
208569.303057667, 208569.803155208, 2.09500026702881, 4.0
208570.93645725, 208571.018483, -5.0, 4.0
208572.851906042, 208573.203302958, -5.0, 4.0
208575.937233792, 208576.37029025, 9.02500057220459, 4.0
208576.720254667, 208577.603654583, 17.0275001525879, 4.0
208578.870454208, 208579.337385875, 10.1800003051758, 4.0
208579.603438125, 208580.053827375, 11.0874996185303, 4.0
