do you prefer a window seat, 0, false, 1
do you prefer a window seat, 81, false, 1
296272.014942708, 296272.114894917, -5.0, 4.0
296272.531963792, 296272.864952792, 5.06500053405762, 4.0
296273.381607042, 296273.481567167, -5.0, 4.0
296273.5483135, 296273.648484375, -5.0, 4.0
296274.048427208, 296274.231688, 3.08500003814697, 4.0
296274.848304083, 296274.948290292, -5.0, 4.0
296275.015447625, 296275.115159708, -5.0, 4.0
296275.181805792, 296275.297235125, -5.0, 4.0
296275.748520167, 296276.980803375, 23.1325016021729, 4.0
296278.114029792, 296278.197332167, -5.0, 4.0
296278.282104125, 296278.380704792, -5.0, 4.0
296278.465483208, 296278.564112, -5.0, 4.0
296279.015525417, 296279.447611083, 9.02500057220459, 4.0
296280.3822125, 296280.915542167, 13.0675010681152, 4.0
296281.599066667, 296281.665430375, -5.0, 4.0
296282.115604125, 296282.482286042, 6.13749980926514, 4.0
296283.265654417, 296283.347702125, -5.0, 4.0
296283.432351333, 296283.514505208, -5.0, 4.0
296283.599161042, 296283.697732, -5.0, 4.0
stiff penalty for staying out late, 42, false, 9
296353.586872667, 296354.020317125, 21.1525001525879, 4.0
296354.287023292, 296354.63733975, 22.1424999237061, 4.0
296354.88708875, 296355.187082167, 8.11750030517578, 4.0
296355.487134917, 296355.837108417, 6.38500022888184, 4.0
296356.037602667, 296356.287122625, 6.46749973297119, 4.0
296357.020551333, 296357.103777583, -5.0, 4.0
296357.187166375, 296357.269312125, -5.0, 4.0
296357.887572458, 296358.420201917, 15.3775005340576, 4.0
296358.670271375, 296358.853569042, 4.40499973297119, 4.0
296359.053606375, 296359.553937708, 15.0475006103516, 4.0
296359.803736375, 296359.970502125, 3.00250053405762, 4.0
296360.137159292, 296360.554141167, 11.5, 4.0
296360.703891083, 296361.104116458, 21.2350006103516, 4.0
296361.220496208, 296361.586294625, 23.0500011444092, 4.0
296362.370953667, 296362.637633625, 6.63249969482422, 4.0
296362.83719475, 296363.204246875, 15.3775005340576, 4.0
296363.404006875, 296363.687621542, 21.2350006103516, 4.0
296364.687743333, 296365.137683042, 16.2024993896484, 4.0
296365.32066, 296365.620984292, 17.7700004577637, 4.0
296365.820765208, 296365.987771792, 2.42499971389771, 4.0
296366.170801167, 296366.65455575, 22.2250003814697, 4.0
296366.82088075, 296367.071272667, 8.19999980926514, 4.0
296367.254470833, 296367.571215375, 12.5725002288818, 4.0
296367.737783167, 296368.287916167, 15.2124996185303, 4.0
296369.488126375, 296369.538239875, 100.0, 1.0
296370.121310917, 296371.004781125, 17.1925010681152, 4.0
296371.221278917, 296371.538146917, 17.3575000762939, 4.0
296371.771235833, 296371.97158875, 5.06500053405762, 4.0
296372.204574208, 296372.854839292, 27.1749992370605, 4.0
296373.121553208, 296373.321534125, 7.12750053405762, 4.0
296373.555086958, 296373.85500275, 9.19000053405762, 4.0
296374.271776875, 296375.270399375, 10.0150003433228, 4.0
296376.238389667, 296376.5719055, 11.5, 4.0
296376.738122375, 296378.071715333, 18.3474998474121, 4.0
296378.305014792, 296378.637434542, 17.2749996185303, 4.0
296379.305144333, 296379.404089625, -5.0, 4.0
296379.48896675, 296379.571953292, -5.0, 4.0
296379.755374542, 296379.837436208, -5.0, 4.0
296380.372098167, 296380.75521875, 14.1399993896484, 4.0
296381.005140292, 296381.138727792, 1.10500001907349, 4.0
296381.371977083, 296381.855490667, 18.1000003814697, 4.0
296382.055190208, 296382.238598083, 6.13749980926514, 4.0
the union will go on strike, 33, false, 10
296386.122475667, 296386.68909525, 19.1725006103516, 4.0
296386.93913375, 296387.189220917, 6.13749980926514, 4.0
296387.389029667, 296387.589325167, 4.23999977111816, 4.0
296388.45601725, 296388.906061792, 15.5424995422363, 4.0
296389.189065792, 296389.756094917, 13.0675010681152, 4.0
296390.022442042, 296390.322590042, 9.27250003814697, 4.0
296390.522456167, 296390.905968833, 14.1399993896484, 4.0
296391.1391545, 296391.439407708, 14.5524997711182, 4.0
296392.389496667, 296392.504953833, -5.0, 4.0
296392.589926542, 296392.67161625, -5.0, 4.0
296393.472952167, 296394.156344083, 22.1424999237061, 4.0
296394.439447, 296394.70631175, 6.38500022888184, 4.0
296394.98971025, 296395.589712375, 11.5825004577637, 4.0
296395.739529583, 296396.056377167, 14.2224998474121, 4.0
296396.7065355, 296396.771929625, -5.0, 4.0
296397.089804667, 296398.789975083, 5.39499950408936, 4.0
296399.156381542, 296399.539930458, 12.3249988555908, 4.0
296400.423338792, 296400.505390042, -5.0, 4.0
296400.590282167, 296400.68879575, -5.0, 4.0
296400.773722708, 296400.87329025, -5.0, 4.0
296401.273439208, 296401.756574042, 17.0275001525879, 4.0
296402.05657225, 296402.339961042, 12.6550006866455, 4.0
296403.006737167, 296403.088966917, -5.0, 4.0
296403.723683458, 296404.223414958, 18.5949993133545, 4.0
296404.490023458, 296404.823664042, 18.1000003814697, 4.0
296405.140346417, 296405.557002167, 10.1800003051758, 4.0
296405.673339167, 296406.306925792, 100.0, 1.0
296405.673339167, 296407.523881417, 24.0399990081787, 4.0
296407.640362708, 296408.0236775, 100.0, 1.0
296407.640362708, 296409.023941083, 19.3374996185303, 4.0
296409.290584417, 296409.540712583, 9.35500049591064, 4.0
296409.840654417, 296411.607660917, 11.1700000762939, 4.0
296411.9241025, 296412.157516875, 5.23000049591064, 4.0
a very traditional way to dress, 39, false, 11
296414.491116375, 296414.624241167, 1.02250003814697, 4.0
296415.19101225, 296417.307775458, 21.0700016021729, 4.0
296417.641115792, 296417.85783075, 5.06500053405762, 4.0
296418.191180958, 296419.091214542, 21.2350006103516, 4.0
296419.374603375, 296419.940164708, 22.3074989318848, 4.0
296420.724793292, 296420.824630375, -5.0, 4.0
296420.924924125, 296421.024634917, -5.0, 4.0
296421.074723792, 296421.206911083, -5.0, 4.0
296421.45817625, 296421.590106, 1.1875, 4.0
296422.491425625, 296423.358197917, 19.0900001525879, 4.0
296423.675019542, 296424.29182275, 15.2124996185303, 4.0
296424.508334292, 296424.675046083, 1.43499994277954, 4.0
296424.908283875, 296425.241692167, 6.13749980926514, 4.0
296425.575049625, 296426.058401875, 12.0774993896484, 4.0
296426.475133, 296426.941749167, 16.1199989318848, 4.0
296427.208429792, 296427.42524, 5.06500053405762, 4.0
296427.625173542, 296427.975681042, 16.1199989318848, 4.0
296428.19183875, 296428.491894833, 15.1300010681152, 4.0
296428.758476083, 296428.891899667, 0.0325002670288086, 4.0
296429.108584083, 296429.590758833, 12.1599998474121, 4.0
296431.125907708, 296431.792116792, 20.1625003814697, 4.0
296431.991766, 296432.141968917, -0.627500057220459, 4.0
296432.375619542, 296432.9244205, 22.5549983978271, 4.0
296433.558816917, 296433.625518583, -5.0, 4.0
296434.058994583, 296434.625751375, 20.4924983978271, 4.0
296434.975700542, 296435.292317792, 14.1399993896484, 4.0
296436.609156, 296436.909130625, 6.22000026702881, 4.0
296437.225610167, 296437.959124125, 20.1625003814697, 4.0
296438.175545958, 296438.342577292, 3.74499988555908, 4.0
296438.54245, 296438.9092165, 16.6149997711182, 4.0
296439.042337667, 296439.275985708, 13.6450004577637, 4.0
296440.209339458, 296440.291283833, -5.0, 4.0
296440.409440333, 296440.491339333, -5.0, 4.0
296440.5762375, 296440.676117833, -5.0, 4.0
296440.809133458, 296440.941218792, -0.544999599456787, 4.0
296441.009532583, 296441.109345667, -5.0, 4.0
296441.3426455, 296441.459280083, -5.0, 4.0
296441.75933425, 296441.891489167, -5.0, 4.0
296442.659502917, 296442.942662, -5.0, 4.0
players must know all the rules, 26, false, 12
296448.575144667, 296449.19329475, 15.0475006103516, 4.0
296449.426466208, 296449.77663325, 18.4299983978271, 4.0
296450.02631425, 296450.193162833, 4.23999977111816, 4.0
296450.409774875, 296451.093459042, 22.1424999237061, 4.0
296451.359982625, 296451.576718208, 6.22000026702881, 4.0
296451.810057875, 296452.360111542, 20.4099998474121, 4.0
296452.576727, 296452.910087333, 19.0900001525879, 4.0
296455.710284875, 296455.793617292, -5.0, 4.0
296455.910632875, 296456.010249375, -5.0, 4.0
296456.077184667, 296456.175756792, -5.0, 4.0
296456.293722958, 296456.409125958, -5.0, 4.0
296456.543922167, 296456.659128792, -5.0, 4.0
296456.793736333, 296456.893580042, -5.0, 4.0
296457.093779292, 296457.243594667, -5.0, 4.0
296457.8270875, 296457.97703125, -5.0, 4.0
296458.07727575, 296458.177013833, -5.0, 4.0
296458.32720925, 296458.443840625, -5.0, 4.0
296458.760438042, 296458.875863667, -5.0, 4.0
296458.977186083, 296459.060645542, -5.0, 4.0
296459.210462333, 296459.326064875, -5.0, 4.0
296459.427345667, 296459.510416208, -5.0, 4.0
296459.677594958, 296459.759251542, -5.0, 4.0
296460.127181292, 296460.210459375, -5.0, 4.0
296460.327573625, 296460.377287667, -5.0, 4.0
296460.760578875, 296460.843976792, -5.0, 4.0
296461.727396583, 296461.777454292, 100.0, 1.0
players must know all the rules, 33, false, 12
296466.676559333, 296467.311126875, 13.3975009918213, 4.0
296467.561115708, 296467.844468542, 11.0050010681152, 4.0
296468.044328458, 296468.177792083, 0.115000247955322, 4.0
296468.377702125, 296469.211212708, 23.2150001525879, 4.0
296469.511274417, 296469.694697667, 5.14750003814697, 4.0
296469.91124175, 296470.294696792, 19.5850009918213, 4.0
296470.594669958, 296471.310055833, 20.4099998474121, 4.0
296472.261427125, 296473.778280125, 12.0774993896484, 4.0
296474.278238333, 296474.794924458, 19.0075016021729, 4.0
296475.144942333, 296476.545024667, 16.2024993896484, 4.0
296476.77824475, 296477.093855083, 25.1125011444092, 4.0
296478.927232375, 296478.995079083, -5.0, 4.0
296479.095089, 296479.177253583, -5.0, 4.0
296479.24537025, 296479.34388725, -5.0, 4.0
296479.411795125, 296479.51188275, -5.0, 4.0
296479.595282292, 296479.710653458, -5.0, 4.0
296480.078541667, 296480.160732542, -5.0, 4.0
296480.995852042, 296481.495400417, 11.0874996185303, 4.0
296481.711700792, 296482.028472, 14.3049983978271, 4.0
296482.195142, 296482.512112917, 13.8099994659424, 4.0
296482.645108042, 296483.010990292, 22.2250003814697, 4.0
296483.8457905, 296484.028846208, 1.02250003814697, 4.0
296484.211877208, 296484.462171875, 10.8399991989136, 4.0
296484.595322917, 296484.862560208, 12.3249988555908, 4.0
296485.695794208, 296486.212339667, 20.0799999237061, 4.0
296486.445416917, 296486.712332375, 7.45749950408936, 4.0
296486.912594167, 296487.1957965, 4.07499980926514, 4.0
296488.329154458, 296488.762581792, 17.4400005340576, 4.0
296489.012312417, 296489.379174125, 19.4200000762939, 4.0
296489.662419583, 296489.99601825, 11.1700000762939, 4.0
296490.229252875, 296490.396053208, 3.00250053405762, 4.0
296490.612516958, 296491.229279708, 19.0900001525879, 4.0
296491.979289708, 296492.061383042, -5.0, 4.0
teaching services will help, 32, false, 13
296496.813149958, 296497.246468458, 18.0174999237061, 4.0
296497.44623675, 296497.663111792, 4.23999977111816, 4.0
296497.862849167, 296497.9961695, 0.362499713897705, 4.0
296498.229770458, 296498.529811292, 6.30249977111816, 4.0
296498.879807208, 296499.429987875, 9.02500057220459, 4.0
296499.613084833, 296499.896620042, 8.28250026702881, 4.0
296500.079903667, 296500.3799365, 13.1499996185303, 4.0
296500.6465825, 296500.996605542, 8.36499977111816, 4.0
296502.347018583, 296502.780124125, 18.0174999237061, 4.0
296503.013065833, 296503.213424958, 2.01250028610229, 4.0
296503.413184167, 296503.780209417, 17.2749996185303, 4.0
296504.096884208, 296504.780276792, 21.1525001525879, 4.0
296504.996660083, 296505.313572083, 10.4274997711182, 4.0
296505.630253708, 296505.813610292, 2.50750017166138, 4.0
296505.963360833, 296506.146974542, 5.14750003814697, 4.0
296506.34687225, 296507.04704325, 18.1000003814697, 4.0
296507.930442375, 296508.547213208, 21.1525001525879, 4.0
296508.813501958, 296509.080538917, 7.04500007629395, 4.0
296509.247014333, 296509.513930958, 11.5, 4.0
296509.680526667, 296509.913869833, 13.3150005340576, 4.0
296510.663807917, 296510.762581958, -5.0, 4.0
296511.247323583, 296511.563987708, 7.375, 4.0
296511.813727625, 296511.980639125, 2.50750017166138, 4.0
296512.197083917, 296512.747394208, 11.1700000762939, 4.0
296512.947321, 296514.097478708, 20.9050006866455, 4.0
296515.179522917, 296515.264102708, -5.0, 4.0
296515.364304458, 296515.447629792, -5.0, 4.0
296515.53086525, 296515.646524083, -5.0, 4.0
296515.697590667, 296515.814255542, -0.875, 4.0
296515.880995375, 296515.996570333, -5.0, 4.0
296516.064463083, 296516.179625083, -5.0, 4.0
296516.280936208, 296516.379629083, -5.0, 4.0
rapidly running short on words, 40, false, 14
296520.263183625, 296520.764612083, 18.6774997711182, 4.0
296520.948055125, 296521.081345167, 1.43499994277954, 4.0
296521.314273542, 296522.164723667, 17.1100006103516, 4.0
296522.431154042, 296522.714812, 8.03500080108643, 4.0
296522.931306, 296523.0980935, 3.08500003814697, 4.0
296523.331463833, 296523.714795833, 12.1599998474121, 4.0
296523.981525125, 296524.614782417, 25.1125011444092, 4.0
296525.881616958, 296526.314889917, 16.1199989318848, 4.0
296526.481288792, 296526.781674583, 12.4899997711182, 4.0
296526.848077667, 296527.481554208, 100.0, 1.0
296526.848077667, 296528.131565333, 100.0, 1.0
296525.763683083, 296529.330398125, -5.0, 4.0
296529.598394583, 296530.148579417, 20.0799999237061, 4.0
296530.348569292, 296530.665213958, 14.3049983978271, 4.0
296530.814900792, 296531.298471792, 100.0, 1.0
296530.814900792, 296532.415369708, 21.0700016021729, 4.0
296532.765345333, 296533.115410042, 11.0874996185303, 4.0
296533.265159583, 296533.532191458, 11.7474994659424, 4.0
296533.732027667, 296533.982198125, 11.3350009918213, 4.0
296534.198820708, 296534.515463708, 15.3775005340576, 4.0
296534.898765792, 296535.382191333, 6.05500030517578, 4.0
296536.615483625, 296537.099093042, 19.2550010681152, 4.0
296537.315301625, 296537.665803375, 5.06500053405762, 4.0
296537.998739958, 296538.399027, 15.1300010681152, 4.0
296538.615507333, 296538.949014208, 13.1499996185303, 4.0
296539.098881, 296539.599180333, 20.0799999237061, 4.0
296540.349276375, 296540.44915325, -5.0, 4.0
296540.53264575, 296540.631260292, -5.0, 4.0
296541.082591167, 296541.182554583, -5.0, 4.0
296541.265926917, 296541.365963417, -5.0, 4.0
296541.449318958, 296541.549290875, -5.0, 4.0
296541.86605, 296541.964688792, -5.0, 4.0
296542.082609375, 296542.16470025, -5.0, 4.0
296542.649411417, 296543.166064125, 13.1499996185303, 4.0
296543.39910525, 296543.682782125, 13.2325000762939, 4.0
296544.732990208, 296545.332989417, 23.0500011444092, 4.0
296545.732919167, 296546.216274208, 15.2124996185303, 4.0
296546.382998125, 296547.216378958, 16.7800006866455, 4.0
296547.716293208, 296547.999757792, 4.15750026702881, 4.0
296548.14955525, 296548.599672083, 22.1424999237061, 4.0
learn to walk before you run, 35, false, 15
296554.150004708, 296554.516827875, 8.03500080108643, 4.0
296554.850143542, 296555.1001995, 7.04500007629395, 4.0
296555.316557083, 296555.5502, 0.115000247955322, 4.0
296555.733617875, 296556.200278583, 18.1824989318848, 4.0
296556.450233917, 296556.766869583, 14.7175006866455, 4.0
296557.550352792, 296558.117056083, 19.4200000762939, 4.0
296558.36679325, 296558.683624792, 15.1300010681152, 4.0
296559.617213458, 296561.117323042, 23.2975006103516, 4.0
296561.43368475, 296561.600555792, 2.09500026702881, 4.0
296561.750401708, 296562.100721667, 15.5424995422363, 4.0
296562.417444, 296563.00074325, 10.1800003051758, 4.0
296563.700681042, 296563.800677833, -5.0, 4.0
296563.884145458, 296563.984137417, -5.0, 4.0
296564.067381417, 296564.167354208, -5.0, 4.0
296564.7509855, 296564.934099, 3.25, 4.0
296565.200686292, 296565.434017708, 4.07499980926514, 4.0
296565.984201833, 296566.850978875, 7.21000003814697, 4.0
296567.200761792, 296567.667774375, 15.2950000762939, 4.0
296567.817413042, 296568.934425625, 17.3575000762939, 4.0
296569.200720667, 296569.434284125, 5.23000049591064, 4.0
296570.234539083, 296570.284332625, 100.0, 1.0
296570.234539083, 296570.617671042, 100.0, 1.0
296570.201131333, 296570.866394458, -5.0, 4.0
296571.484528, 296571.918251542, 5.3125, 4.0
296572.251336208, 296572.434612833, 2.01250028610229, 4.0
296572.734453333, 296572.96805375, 6.13749980926514, 4.0
296573.151247125, 296573.534717292, 16.2849998474121, 4.0
296573.667720333, 296574.034755458, 16.2024993896484, 4.0
296574.334778167, 296574.518196792, 3.25, 4.0
296577.001790583, 296577.718311, 23.2150001525879, 4.0
296577.984741333, 296578.285022375, 13.3975009918213, 4.0
296578.41818225, 296578.7184205, 20.9875011444092, 4.0
296579.468569708, 296580.551882917, 19.4200000762939, 4.0
296580.818252875, 296581.218551542, 20.1625003814697, 4.0
296581.568555292, 296581.98527875, 14.1399993896484, 4.0
house with new electrical panel, 28, false, 16
296585.935718625, 296586.169154583, 9.02500057220459, 4.0
296586.402023042, 296586.685737833, 13.3150005340576, 4.0
296586.868697708, 296587.235478833, 21.2350006103516, 4.0
296587.569009125, 296588.085744333, 17.3575000762939, 4.0
296588.269052083, 296588.569079333, 8.36499977111816, 4.0
296589.519232667, 296591.21930875, 22.0599994659424, 4.0
296591.519275292, 296591.752623292, 5.23000049591064, 4.0
296591.985764417, 296592.586066792, 18.2649993896484, 4.0
296592.802578, 296593.986086625, 8.11750030517578, 4.0
296595.001525917, 296595.102678417, -5.0, 4.0
296595.51949125, 296596.136278583, 14.2224998474121, 4.0
296596.369220458, 296596.602772792, 6.22000026702881, 4.0
296596.802544667, 296597.285108958, 20.4099998474121, 4.0
296598.319820042, 296600.452965458, 5.64249992370605, 4.0
296600.786300208, 296601.086523583, 11.5, 4.0
296601.302809833, 296601.536613792, 4.40499973297119, 4.0
296601.853275958, 296603.953358375, 3.08500003814697, 4.0
296604.036433625, 296605.386774083, 18.1000003814697, 4.0
296605.736917542, 296606.320275542, 17.0275001525879, 4.0
296606.653531458, 296606.886944208, 5.55999946594238, 4.0
296607.253574083, 296607.4536635, 5.06500053405762, 4.0
296607.836955958, 296608.020281833, 3.00250053405762, 4.0
296608.27050925, 296608.853603125, 12.0774993896484, 4.0
296610.953772417, 296611.403921875, 17.1100006103516, 4.0
296611.703674042, 296612.070545208, -2.9375, 4.0
296612.520573167, 296612.887372458, 12.2424983978271, 4.0
296613.270553083, 296613.554029833, 5.14750003814697, 4.0
296613.720478667, 296614.020630583, 11.2525005340576, 4.0
we went grocery shopping, 22, false, 17
296617.920872458, 296618.388111167, 22.3899993896484, 4.0
296618.587591875, 296618.78769075, 6.13749980926514, 4.0
296619.971110708, 296620.437976292, 22.1424999237061, 4.0
296620.604063875, 296620.804171917, 4.32250022888184, 4.0
296621.020976333, 296621.338044167, 13.1499996185303, 4.0
296621.48764725, 296621.821234375, 20.0799999237061, 4.0
296622.604552917, 296622.686614167, -5.0, 4.0
296623.338032167, 296623.838018167, 7.21000003814697, 4.0
296624.121226167, 296624.521514833, 15.2950000762939, 4.0
296624.654364375, 296625.03813475, 13.1499996185303, 4.0
296625.42150575, 296625.788148208, 3.16750049591064, 4.0
296626.188096458, 296626.504845083, 4.15750026702881, 4.0
296626.721617167, 296627.204946167, 15.3775005340576, 4.0
296627.404739708, 296627.838233375, 24.1224994659424, 4.0
296629.038430167, 296629.521793333, 15.0475006103516, 4.0
296629.921736083, 296630.488491167, 8.19999980926514, 4.0
296630.721544917, 296631.00516525, 12.7375011444092, 4.0
296631.221665125, 296631.505215875, 19.0900001525879, 4.0
296631.688247125, 296632.005100125, 11.3350009918213, 4.0
296632.22189475, 296632.588705833, 11.3350009918213, 4.0
296632.821917875, 296633.171968208, 15.5424995422363, 4.0
296633.872009625, 296634.555336917, 6.05500030517578, 4.0
i agree with you, 13, false, 18
296637.172410667, 296637.487610625, 8.03500080108643, 4.0
296638.022361875, 296638.172321958, -2.85500001907349, 4.0
296638.422063542, 296639.922495833, 7.21000003814697, 4.0
296640.555859542, 296641.189250833, 19.0075016021729, 4.0
296641.472369667, 296641.672660167, 4.23999977111816, 4.0
296641.872404208, 296642.105844208, 7.12750053405762, 4.0
296643.622630875, 296644.55605225, 22.0599994659424, 4.0
296644.772443042, 296645.089709542, 8.11750030517578, 4.0
296645.372811, 296645.806136875, 16.2024993896484, 4.0
296646.139451083, 296646.406131125, 8.36499977111816, 4.0
296647.272879042, 296648.089672625, 21.1525001525879, 4.0
296648.322577083, 296648.62298025, 11.1700000762939, 4.0
296648.806047042, 296649.188360125, 21.3175010681152, 4.0
these cookies are so amazing, 37, false, 19
296653.823348125, 296654.406764542, 19.1725006103516, 4.0
296654.656697583, 296654.906804792, 8.36499977111816, 4.0
296655.106607958, 296655.340080917, 5.47749996185303, 4.0
296655.60680125, 296655.990136083, 17.1925010681152, 4.0
296656.239794, 296656.423375083, 5.23000049591064, 4.0
296657.273598583, 296657.388931, -5.0, 4.0
296658.123921958, 296658.307362833, 5.06500053405762, 4.0
296658.623369542, 296659.007065917, 12.3249988555908, 4.0
296659.189998708, 296659.523472958, 13.3150005340576, 4.0
296660.007105292, 296660.373563417, 11.0050010681152, 4.0
296660.573451208, 296660.840245083, 9.35500049591064, 4.0
296661.174071167, 296661.390366792, 5.14750003814697, 4.0
296661.623627542, 296662.107176625, 18.0174999237061, 4.0
296662.990723583, 296663.173963, 2.42499971389771, 4.0
296663.423643, 296664.057356875, 17.1100006103516, 4.0
296664.357300458, 296664.557273292, 4.07499980926514, 4.0
296665.507278125, 296665.606101167, -5.0, 4.0
296666.090876417, 296666.590696167, 19.0075016021729, 4.0
296666.773857833, 296667.057361792, 12.3249988555908, 4.0
296667.607636417, 296667.807597, 0.279999732971191, 4.0
296668.023951625, 296668.340906583, 11.0050010681152, 4.0
296668.574263292, 296668.707656417, 1.02250003814697, 4.0
296669.007677625, 296669.49104, 26.1024990081787, 4.0
296669.640957833, 296669.7581135, -0.792500019073486, 4.0
296669.840912875, 296670.091031, 7.375, 4.0
296671.274485958, 296671.357694833, 100.0, 1.0
296671.274485958, 296672.857943708, 10.0975008010864, 4.0
296673.141179875, 296673.691281, 13.1499996185303, 4.0
296673.924600875, 296674.10819475, 6.22000026702881, 4.0
296675.258089917, 296675.291464875, 100.0, 1.0
296675.957970875, 296676.208275333, 0.115000247955322, 4.0
296676.508050208, 296677.191617958, 15.0475006103516, 4.0
296677.491576542, 296677.641641667, 0.362499713897705, 4.0
296677.858050875, 296678.2916655, 23.7100009918213, 4.0
296678.524853833, 296678.774944708, 8.03500080108643, 4.0
296678.991665833, 296679.308243542, 10.4274997711182, 4.0
296679.608343042, 296679.808289583, 8.36499977111816, 4.0
it should be sunny tomorrow, 28, false, 20
296682.891961, 296683.125757917, 6.30249977111816, 4.0
296683.341654542, 296683.67409475, 16.1199989318848, 4.0
296684.525257792, 296684.624071292, -5.0, 4.0
296684.708677875, 296684.774159333, -5.0, 4.0
296684.8755955, 296684.9573845, -5.0, 4.0
296685.475321625, 296685.557539833, -5.0, 4.0
296686.292432917, 296686.808857625, 18.0174999237061, 4.0
296687.108552458, 296687.442165125, 8.19999980926514, 4.0
296687.942191042, 296688.425834458, 15.3775005340576, 4.0
296688.641916583, 296689.042389792, 19.3374996185303, 4.0
296689.2922625, 296689.592339625, 11.4174995422363, 4.0
296689.858985208, 296690.109009458, 4.32250022888184, 4.0
296691.859156375, 296692.059152667, 2.17750024795532, 4.0
296692.258854292, 296692.442506542, 5.3125, 4.0
296693.642564792, 296694.059105333, 19.1725006103516, 4.0
296694.359232083, 296694.726142292, 19.9149990081787, 4.0
296695.409364917, 296696.592955375, 15.0475006103516, 4.0
296696.876233083, 296697.209559792, 13.0675010681152, 4.0
296697.359289958, 296697.758322208, 26.5974998474121, 4.0
296698.626153583, 296698.708259333, -5.0, 4.0
296699.626358833, 296700.326425625, 18.1824989318848, 4.0
296700.659714, 296700.97666625, 15.5424995422363, 4.0
296701.142790708, 296701.426436167, 11.0874996185303, 4.0
296701.626113125, 296701.943210958, 15.2124996185303, 4.0
296702.176577042, 296702.476432667, 18.4299983978271, 4.0
296702.609561708, 296702.943307417, 17.3575000762939, 4.0
296703.109974042, 296703.426620542, 12.2424983978271, 4.0
296703.643311792, 296703.958703458, 25.4425010681152, 4.0
bank transaction was not registered, 35, false, 21
296717.844438625, 296718.027583708, 2.50750017166138, 4.0
296718.210879, 296718.344277542, 2.34249973297119, 4.0
296718.560807792, 296718.927635375, 12.1599998474121, 4.0
296719.110668708, 296720.34430975, 11.1700000762939, 4.0
296721.344367, 296721.443160583, -5.0, 4.0
296721.52781125, 296721.611321042, -5.0, 4.0
296722.127832333, 296722.594437167, 20.3274993896484, 4.0
296722.810776792, 296723.127842917, 17.1100006103516, 4.0
296723.394539625, 296723.577847542, 2.42499971389771, 4.0
296723.744374792, 296724.177903958, 13.1499996185303, 4.0
296724.46121675, 296725.3780485, 17.0275001525879, 4.0
296725.611342667, 296725.744776292, 1.1875, 4.0
296725.97802875, 296726.261441792, 4.07499980926514, 4.0
296726.511364042, 296727.111724167, 21.0700016021729, 4.0
296727.36147625, 296727.594887667, 7.12750053405762, 4.0
296728.411422542, 296728.494808458, -5.0, 4.0
296728.594796458, 296728.6769295, -5.0, 4.0
296729.111668917, 296729.728285042, 21.2350006103516, 4.0
296729.9280645, 296730.078455583, 1.51750040054321, 4.0
296730.31165025, 296730.711615167, 17.0275001525879, 4.0
296731.511796167, 296731.828428792, 15.2950000762939, 4.0
296732.044828333, 296732.328284167, 10.4274997711182, 4.0
296732.511470667, 296732.960363708, 21.3999996185303, 4.0
296734.945399958, 296735.478696083, 18.0174999237061, 4.0
296735.645057708, 296735.828496083, 4.73499965667725, 4.0
296736.095260583, 296737.678767917, 8.28250026702881, 4.0
296737.995355708, 296738.245738583, 8.11750030517578, 4.0
296738.56216575, 296738.995671667, 19.3374996185303, 4.0
296739.128589167, 296739.428955583, 17.2749996185303, 4.0
296739.862172042, 296740.212297375, 6.38500022888184, 4.0
296740.495345167, 296741.161027708, 18.1000003814697, 4.0
296741.778945167, 296741.895863417, -5.0, 4.0
296741.962523, 296742.078046583, -5.0, 4.0
296742.145870792, 296742.261225083, -5.0, 4.0
296742.46249925, 296742.577895667, 0.0325002670288086, 4.0
the dow jones index has risen, 41, false, 22
296746.8794185, 296747.44615575, 19.0900001525879, 4.0
296747.646367292, 296747.846135208, 6.22000026702881, 4.0
296748.012612375, 296748.196101542, 8.52999973297119, 4.0
296749.529655083, 296749.712956417, 4.23999977111816, 4.0
296749.862604708, 296750.129434792, 13.6450004577637, 4.0
296750.312671125, 296750.678426292, 21.6475009918213, 4.0
296751.429727792, 296751.511771, -5.0, 4.0
296751.596750125, 296751.679782333, -5.0, 4.0
296751.813032875, 296751.895171667, -5.0, 4.0
296752.229741333, 296752.312997083, -5.0, 4.0
296752.413149708, 296752.511865583, -5.0, 4.0
296752.596566708, 296752.696319625, -5.0, 4.0
296753.046495917, 296753.146495667, -5.0, 4.0
296753.830043125, 296754.096764667, 7.375, 4.0
296754.179574875, 296755.646700333, 15.4600009918213, 4.0
296756.196762958, 296756.646886125, 11.5, 4.0
296756.812985292, 296757.013229167, 5.47749996185303, 4.0
296757.163134792, 296758.39692075, 16.2849998474121, 4.0
296759.213506917, 296759.328999583, -5.0, 4.0
296759.396954625, 296759.496970417, -5.0, 4.0
296759.580244875, 296759.696993333, -5.0, 4.0
296759.74684325, 296759.880192417, -5.0, 4.0
296759.946584583, 296760.063332125, -5.0, 4.0
296760.1633905, 296760.262402792, -5.0, 4.0
296760.380245708, 296760.463706583, -5.0, 4.0
296761.23034425, 296761.545717542, -5.0, 4.0
296762.247145833, 296762.747181125, 11.1700000762939, 4.0
296763.04697725, 296763.447228667, 14.0574989318848, 4.0
296763.780680375, 296763.963899042, 4.07499980926514, 4.0
296764.113554708, 296764.297038125, 5.64249992370605, 4.0
