word,time,elapse,selection,user,id,in_sentence,mode,sentence_first,reset
are,2.416837208002107,1.3500432080181781,0.0,shiweinan _1473757151,22,7,word,False,False
please,5.901890375011135,1.0833356249786448,0.0,shiweinan _1473757151,23,0,word,True,False
try,3.1987633340177126,1.4849737079930492,0.0,shiweinan _1473757151,23,1,word,False,False
to,1.516573792003328,1.0168466659961268,0.0,shiweinan _1473757151,23,2,word,False,False
be,2.283605208998779,0.9498755829990841,0.0,shiweinan _1473757151,23,3,word,False,False
home,2.8667267500131857,1.2001849999942351,0.0,shiweinan _1473757151,23,4,word,False,False
before,5.4002729170024395,1.2668332909815945,0.0,shiweinan _1473757151,23,5,word,False,False
the,3.1501357090019155,0.9167822909948882,0.0,shiweinan _1473757151,24,0,word,True,False
bus,2.567035208980087,1.2002937920042314,4.899959166010376,shiweinan _1473757151,24,1,word,False,False
was,3.750078416982433,1.0669750410015695,0.0,shiweinan _1473757151,24,2,word,False,False
very,4.41552083400893,1.2348698750138283,0.0,shiweinan _1473757151,24,3,word,False,False
fall,2.5162810829933733,1.1002379999845289,1.850059250020422,shiweinan _1473757151,25,0,word,True,False
is,1.9155887080123648,0.5681895000161603,0.8999261249846313,shiweinan _1473757151,25,1,word,False,False
my,1.6817715840006713,1.2348642910073977,0.0,shiweinan _1473757151,25,2,word,False,False
favorite,7.350375916983467,0.9001564999925904,0.0,shiweinan _1473757151,25,3,word,False,False
this,3.7484957079868764,0.9681343749980442,0.0,shiweinan _1473757151,26,0,word,True,False
equation,7.333633417001693,0.9338108749943785,0.0,shiweinan _1473757151,26,1,word,False,False
is,1.7162909579928964,1.3502068750094622,0.0,shiweinan _1473757151,26,2,word,False,False
too,4.09994004201144,0.8342263329832349,0.0,shiweinan _1473757151,26,3,word,False,False
toss,4.116952124983072,1.6666562080208678,9.817372207995504,shiweinan _1473757151,27,0,word,True,False
the,2.3999671249766834,1.2836326670076232,0.0,shiweinan _1473757151,27,1,word,False,False
ball,2.383565833006287,0.6845970419817604,0.8987360000028275,shiweinan _1473757151,27,2,word,False,False
it,1.6169140840065666,0.9333380409807432,0.0,shiweinan _1473757151,28,0,word,True,False
should,5.316924042010214,1.6167887920164503,0.0,shiweinan _1473757151,28,1,word,False,False
be,1.016716832993552,1.2667597499967087,0.0,shiweinan _1473757151,28,2,word,False,False
sunny,4.3990237079851795,1.4515681670163758,0.0,shiweinan _1473757151,28,3,word,False,False
a,-246203.091494417,0.7168704160139896,246203.241452292,shiweinan _1473757151,29,0,word,True,False
subject,7.832678375008982,1.1011087090009823,0.0,shiweinan _1473757151,29,1,word,False,False
one,2.050050124991685,1.633865000010701,0.0,shiweinan _1473757151,29,2,word,False,False
can,1.9166356249770615,1.0999122910143342,0.0,shiweinan _1473757151,29,3,word,False,False
really,5.532621249993099,1.1345020839944482,0.0,shiweinan _1473757151,29,4,word,False,False
love,4.916877832991304,0.9167744580190629,0.0,shiweinan _1473757151,30,0,word,True,False
means,3.7656340419780463,0.8182395420153625,0.0,shiweinan _1473757151,30,1,word,False,False
many,3.3316990830062423,0.9513686249847524,0.0,shiweinan _1473757151,30,2,word,False,False
i,0.6821972499892581,0.8347126670123544,0.0,shiweinan _1473757151,31,0,word,True,False
cannot,5.032311374990968,1.0844223749882076,0.0,shiweinan _1473757151,31,1,word,False,False
believe,5.21722900000168,1.000181250012247,0.0,shiweinan _1473757151,31,2,word,False,False
i,0.4331815000041388,0.8168247909925412,0.0,shiweinan _1473757151,31,3,word,False,False
apart,2.1667920839972794,0.717912708001677,3.4824022079992574,shiweinan _1473757151,31,4,word,False,False
i,2.1667920839972794,0.5335467499971855,4.300104207999539,shiweinan _1473757151,31,3,word,False,False
ate,2.516809666994959,1.6178532920021098,3.1157847910071723,shiweinan _1473757151,31,4,word,False,False
the,2.7001873329863884,1.133832584018819,0.0,shiweinan _1473757151,31,5,word,False,False
whole,3.4164478330058046,1.3000832079851534,0.0,shiweinan _1473757151,31,6,word,False,False
beautiful,8.783967208000831,1.0334423329913989,0.0,shiweinan _1473757151,32,0,word,True,False
paintings,7.8659031669958495,1.0846448329975829,0.0,shiweinan _1473757151,32,1,word,False,False
in,1.2153721250069793,0.8013975840003695,0.0,shiweinan _1473757151,32,2,word,False,False
the,4.049011625000276,0.9847254159976728,0.0,shiweinan _1473757151,32,3,word,False,False
this,4.2492273329989985,0.8011757499771193,0.0,shiweinan _1473757151,33,0,word,True,False
library,5.715646875003586,0.8014122080057859,0.0,shiweinan _1473757151,33,1,word,False,False
has,2.1488808750000317,1.4180722500022966,0.0,shiweinan _1473757151,33,2,word,False,False
many,2.6985681669902988,0.8016184169973712,0.0,shiweinan _1473757151,33,3,word,False,False
what,3.3499385839968454,0.7834079160238616,0.9167557499895338,shiweinan _1473757151,34,0,word,True,False
a,-1.7001636660133954,0.6512060000095516,1.848995999986073,shiweinan _1473757151,34,1,word,False,False
lovely,4.732562499993946,2.267834958009189,0.0,shiweinan _1473757151,34,2,word,False,False
red,2.5667105420143344,1.550019959016936,1.7834787909814622,shiweinan _1473757151,34,3,word,False,False
decide,4.167115999996895,1.800280915980693,0.0,shiweinan _1473757151,34,4,word,False,False
red,4.167115999996895,0.6332640830078162,1.883568249992095,shiweinan _1473757151,34,3,word,False,False
you,3.699953291012207,0.9833717919827905,0.0,shiweinan _1473757151,35,0,word,True,False
will,2.800105625006836,1.8335665419872385,0.0,shiweinan _1473757151,35,1,word,False,False
loose,3.4833003750245553,0.7501496670010965,0.9001885409816168,shiweinan _1473757151,35,2,word,False,False
your,4.083477792009944,1.2002101250109263,0.0,shiweinan _1473757151,35,3,word,False,False
the,2.25011625001207,0.8668137909844518,0.0,shiweinan _1473757151,36,0,word,True,False
sum,2.4499252919922583,1.1003452909935731,4.1336241670069285,shiweinan _1473757151,36,1,word,False,False
of,1.6333462090115063,0.9833630830107722,0.0,shiweinan _1473757151,36,2,word,False,False
the,2.666742166999029,0.9002265409799293,0.0,shiweinan _1473757151,36,3,word,False,False
soon,3.765470082988031,1.4179825420142151,0.0,shiweinan _1473757151,37,0,word,True,False
we,1.5667049579788,0.8502735420188401,0.0,shiweinan _1473757151,37,1,word,False,False
will,3.4656620000023395,0.6847225410165265,1.0164174999808893,shiweinan _1473757151,37,2,word,False,False
return,6.183927042002324,1.3666327919927426,0.0,shiweinan _1473757151,37,3,word,False,False
from,3.1667924579815008,0.8167546670010779,0.0,shiweinan _1473757151,37,4,word,False,False
the,2.233558666019235,0.7167022089997772,0.0,shiweinan _1473757151,37,5,word,False,False
do,1.348724207986379,0.9849081670108717,0.0,shiweinan _1473757151,38,0,word,True,False
you,2.516340583009878,1.0337543750065379,0.0,shiweinan _1473757151,38,1,word,False,False
prefer,4.915891874989029,0.8012724590080325,0.0,shiweinan _1473757151,38,2,word,False,False
a,0.19991762499557808,0.766937832988333,0.0,shiweinan _1473757151,38,3,word,False,False
window,4.565436083008535,1.0680790419864934,0.0,shiweinan _1473757151,38,4,word,False,False
you,3.316424917022232,0.7335639579978306,0.0,shiweinan _1473757151,39,0,word,True,False
must,3.01534095799434,1.4015424170065671,0.0,shiweinan _1473757151,39,1,word,False,False
be,0.9666887919884175,1.2001689999888185,0.0,shiweinan _1473757151,39,2,word,False,False
getting,5.300134666002123,0.9838206249987707,0.0,shiweinan _1473757151,39,3,word,False,False
it,2.9501244999992196,0.8834082499961369,0.0,shiweinan _1473757151,40,0,word,True,False
is,1.6822491250059102,1.0347887910029385,0.9999183749896474,shiweinan _1473757151,40,1,word,False,False
difficult,7.5991537920199335,1.1181059169757646,0.0,shiweinan _1473757151,40,2,word,False,False
to,1.8667415830132086,1.050123833003454,0.0,shiweinan _1473757151,40,3,word,False,False
my,1.5332580829854123,0.8336041250149719,0.0,shiweinan _1473757151,41,0,word,True,False
preferred,6.983801458001835,1.3834630839992315,0.0,shiweinan _1473757151,41,1,word,False,False
radar,5.1668525409768336,0.8001803750230465,0.0,shiweinan _1473757151,41,2,word,False,False
preferred,5.1668525409768336,0.6001974160026293,0.9332395840028767,shiweinan _1473757151,41,1,word,False,False
treat,4.349178834003396,1.4680022910179105,0.0,shiweinan _1473757151,41,2,word,False,False
is,1.2832284589821938,1.0836064580071252,0.0,shiweinan _1473757151,41,3,word,False,False
have,3.2834996249875985,1.0501730420219246,0.0,shiweinan _1473757151,42,0,word,True,False
a,-1.0501730420219246,0.6833405830257107,1.2168961669958662,shiweinan _1473757151,42,1,word,False,False
good,2.666538874997059,1.0836182499770075,0.0,shiweinan _1473757151,42,2,word,False,False
chinese,5.834019083005842,1.251453875011066,2.4486001250043046,shiweinan _1473757151,42,3,word,False,False
good,5.834019083005842,0.43338758300524205,3.799895792006282,shiweinan _1473757151,42,2,word,False,False
always,4.782448832993396,0.9846110829967074,0.0,shiweinan _1473757151,43,0,word,True,False
cover,3.4833800839842297,0.6347972500079777,1.1822837080108002,shiweinan _1473757151,43,1,word,False,False
all,1.6833033750008326,1.0501692079997156,0.0,shiweinan _1473757151,43,2,word,False,False
the,2.783407166978577,1.0500930000271183,0.0,shiweinan _1473757151,43,3,word,False,False
rna,1.983592000004137,1.1337792499980424,0.3663160419964697,shiweinan _1473757151,44,0,word,True,False
so,2.2488952089915983,0.6180486250086688,1.0333598330034874,shiweinan _1473757151,44,0,word,True,False
you,4.298731916991528,1.5517459580150899,0.0,shiweinan _1473757151,44,1,word,False,False
think,4.649933332984801,0.8334808750078082,0.0,shiweinan _1473757151,44,2,word,False,False
you,2.73236037499737,0.8847394589975011,0.0,shiweinan _1473757151,44,3,word,False,False
deserve,6.833755916013615,0.9835022089828271,0.0,shiweinan _1473757151,44,4,word,False,False
a,0.2166057910071686,0.8666896669892594,0.0,shiweinan _1473757151,44,5,word,False,False
always,5.782556707999902,0.8680343329906464,0.0,shiweinan _1473757151,45,0,word,True,False
cover,3.633409375004703,1.0334602920047473,0.0,shiweinan _1473757151,45,1,word,False,False
all,1.6320913329836912,0.8345949590147939,0.0,shiweinan _1473757151,45,2,word,False,False
the,2.5504870000004303,1.249957958003506,0.0,shiweinan _1473757151,45,3,word,False,False
a,0.18321508399094455,0.5500363750034012,0.0,shiweinan _1473757151,46,0,word,True,False
problem,6.533738458005246,0.816756041982444,0.0,shiweinan _1473757151,46,1,word,False,False
with,3.5669245830213185,0.8501642499759328,0.0,shiweinan _1473757151,46,2,word,False,False
the,2.3830400830192957,1.00030145898927,0.0,shiweinan _1473757151,46,3,word,False,False
jumping,4.866576166008599,2.000533208978595,0.0,shiweinan _1473757151,47,0,word,True,False
right,4.115690208011074,0.8017255830054637,1.0664228750101756,shiweinan _1473757151,47,1,word,False,False
out,2.0320245839830022,1.134644500009017,0.0,shiweinan _1473757151,47,2,word,False,False
of,2.7001189579896163,0.8667296670028009,0.0,shiweinan _1473757151,47,3,word,False,False
the,1.9998480830108747,0.7835369169770274,0.0,shiweinan _1473757151,47,4,word,False,False
gun,2.49912645900622,1.317817750008544,0.0,shiweinan _1473757151,48,0,word,True,False
powder,4.833582874998683,1.5668632499873638,0.0,shiweinan _1473757151,48,1,word,False,False
must,3.198925375007093,0.8335947910090908,0.8511897499847692,shiweinan _1473757151,48,2,word,False,False
had,2.6167255000036675,1.0333317090116907,0.0,shiweinan _1473757151,48,3,word,False,False
must,2.6167255000036675,0.8002436250098981,1.0832384999957867,shiweinan _1473757151,48,2,word,False,False
be,1.0334861669980455,1.000057500001276,0.0,shiweinan _1473757151,48,3,word,False,False
handled,6.567206624982646,2.483374792005634,0.0,shiweinan _1473757151,48,4,word,False,False
with,3.733486790995812,1.2169045839982573,0.0,shiweinan _1473757151,48,5,word,False,False
breathing,8.91722304202267,1.3668431249971036,0.0,wangqian_1473752794,9,0,word,True,False
is,1.6665334579884075,1.433587958017597,0.0,wangqian_1473752794,9,1,word,False,False
a,0.600019749981584,0.9834935420076363,0.0,wangqian_1473752794,9,2,word,False,False
is,0.600019749981584,0.533440667000832,1.0999283750134055,wangqian_1473752794,9,1,word,False,False
a,0.7002414590097032,1.116581040987512,0.0,wangqian_1473752794,10,0,word,True,False
time,5.300519875017926,0.8000773339881562,0.0,wangqian_1473752794,10,0,word,True,False
to,2.300174958014395,0.7496717079775408,0.0,wangqian_1473752794,10,1,word,False,False
go,2.2837593750155065,0.6846831660077441,0.9820544589892961,wangqian_1473752794,10,2,word,False,False
staying,6.016888165991986,1.0502443340083119,0.0,wangqian_1473752794,11,0,word,True,False
up,2.183351165993372,1.1015304170141462,1.3820878749829717,wangqian_1473752794,11,1,word,False,False
all,1.7666890420077834,0.9001032079977449,0.0,wangqian_1473752794,11,2,word,False,False
night,3.6999567080056295,1.1014124999928754,0.899017041985644,wangqian_1473752794,11,3,word,False,False
is,1.3831857920158654,0.7169050409866031,0.0,wangqian_1473752794,11,4,word,False,False
a,0.28338970901677385,0.7833087499893736,0.0,wangqian_1473752794,11,5,word,False,False
bad,1.4833966660080478,1.0334229999862146,0.0,wangqian_1473752794,11,6,word,False,False
each,2.0668774590012617,1.5001192910131067,0.0,wangqian_1473752794,11,7,word,False,False
bad,2.0668774590012617,0.7834792500070762,1.6166813329909928,wangqian_1473752794,11,6,word,False,False
safe,2.2167335829872172,1.4001404170121532,0.0,wangqian_1473752794,12,0,word,True,False
to,2.150227999984054,0.9002964170067571,0.0,wangqian_1473752794,12,1,word,False,False
wine,4.316576374985743,0.7511632499808911,4.215670666017104,wangqian_1473752794,12,2,word,False,False
to,4.316576374985743,0.5668876669951715,5.116834083019057,wangqian_1473752794,12,1,word,False,False
walk,5.31707066600211,0.9346836250042543,1.5654492089815903,wangqian_1473752794,12,2,word,False,False
the,3.2837852080119774,1.2330900419910904,0.0,wangqian_1473752794,12,3,word,False,False
street,5.3325096250046045,1.2847163330006879,0.0,wangqian_1473752794,12,4,word,False,False
in,2.200188791990513,1.3000479580077808,0.0,wangqian_1473752794,12,5,word,False,False
the,3.1167485420010053,0.8834818330069538,0.0,wangqian_1473752794,12,6,word,False,False
he,1.4499769999820273,0.8831455830077175,0.0,wangqian_1473752794,13,0,word,True,False
it,1.332275374996243,0.6347777500050142,0.0,wangqian_1473752794,13,1,word,False,False
a,0.31674033400486223,0.7499791659938637,0.0,wangqian_1473752794,13,2,word,False,False
he,1.5834593749896158,0.5332292919920292,0.0,wangqian_1473752794,13,0,word,True,False
is,1.6000392920104787,1.0336344160023145,0.0,wangqian_1473752794,13,1,word,False,False
still,3.466958709002938,1.0835797080071643,1.2331762079847977,wangqian_1473752794,13,2,word,False,False
on,1.54991537501337,1.0672304169856943,0.0,wangqian_1473752794,13,3,word,False,False
our,2.8164341670053545,1.0338502500089817,0.0,wangqian_1473752794,13,4,word,False,False
the,1.6500141250144225,0.8334633749909699,0.0,wangqian_1473752794,14,0,word,True,False
library,6.549026374996174,1.1347989999921992,0.0,wangqian_1473752794,14,1,word,False,False
is,1.1500591250078287,0.7166695420164615,0.0,wangqian_1473752794,14,2,word,False,False
closed,6.600415666995104,1.883476957998937,0.0,wangqian_1473752794,14,3,word,False,False
a,0.2332835840061307,0.7833406249992549,0.0,wangqian_1473752794,15,0,word,True,False
fox,3.7834997499885503,1.2346818750083912,2.048991666000802,wangqian_1473752794,15,1,word,False,False
is,1.2832662090077065,1.2335154159809463,0.0,wangqian_1473752794,15,2,word,False,False
a,0.33317108399933204,0.7836752080183942,0.0,wangqian_1473752794,15,3,word,False,False
very,3.165256167005282,1.1682747909799218,0.0,wangqian_1473752794,15,4,word,False,False
poems,3.9489516250032466,0.5333664580248296,4.018235458992422,wangqian_1473752794,15,5,word,False,False
very,3.9489516250032466,0.4501168749993667,4.634644667006796,wangqian_1473752794,15,4,word,False,False
smart,3.583708582998952,0.8168437090062071,0.0,wangqian_1473752794,15,5,word,False,False
cohort,3.833507874980569,0.6178951670008246,3.0489974160154816,wangqian_1473752794,15,6,word,False,False
smart,7.733511291007744,0.566791541990824,0.0,wangqian_1473752794,15,5,word,False,False
the,1.9166277500044089,0.8334892079874408,0.0,wangqian_1473752794,16,0,word,True,False
power,3.716782167000929,0.8834198330005165,0.0,wangqian_1473752794,16,1,word,False,False
of,1.3333990000246558,0.9000259589811321,0.0,wangqian_1473752794,16,2,word,False,False
soon,3.5832936659862753,0.8013477500062436,0.8988767919945531,wangqian_1473752794,17,0,word,True,False
we,2.38342329201987,0.8333938749856316,0.0,wangqian_1473752794,17,1,word,False,False
will,2.7668236249883194,1.7501784580235835,0.0,wangqian_1473752794,17,2,word,False,False
return,5.917108916997677,1.3000757079862524,0.0,wangqian_1473752794,17,3,word,False,False
i,0.8500226250034757,0.81674137499067,0.0,wangqian_1473752794,17,4,word,False,False
from,5.666843125014566,0.9669134169816971,0.0,wangqian_1473752794,17,4,word,False,False
the,2.450051291001728,0.750317208992783,0.0,wangqian_1473752794,17,5,word,False,False
did,1.7661922500119545,1.1504744999983814,0.0,wangqian_1473752794,18,0,word,True,False
you,3.3667237919871695,0.9834630409895908,0.0,wangqian_1473752794,18,1,word,False,False
have,3.6000022920197807,0.8336559580056928,0.0,wangqian_1473752794,18,2,word,False,False
a,0.2500192919978872,0.9666660829971079,0.0,wangqian_1473752794,18,3,word,False,False
good,3.8833230839809403,0.8002129580127075,0.0,wangqian_1473752794,18,4,word,False,False
that,4.383572791994084,0.8834180420089979,0.0,wangqian_1473752794,19,0,word,True,False
land,2.93349720799597,0.8844409590237774,1.332411332987249,wangqian_1473752794,19,1,word,False,False
is,1.833478374988772,0.7346959160058759,0.8987009999982547,wangqian_1473752794,19,2,word,False,False
owned,3.55035725000198,0.9833833749871701,0.0,wangqian_1473752794,19,3,word,False,False
by,1.6667514590080827,0.7499837079958525,0.0,wangqian_1473752794,19,4,word,False,False
the,2.866915249993326,0.9997694580233656,0.0,wangqian_1473752794,19,5,word,False,False
the,2.066869708010927,0.7833841670071706,0.0,wangqian_1473752794,20,0,word,True,False
bus,2.416821124992566,0.9503019999829121,2.2000564580084756,wangqian_1473752794,20,1,word,False,False
was,2.283340624999255,0.9833761250192765,0.0,wangqian_1473752794,20,2,word,False,False
very,3.383497417002218,0.9667589579767082,0.0,wangqian_1473752794,20,3,word,False,False
do,1.349973875010619,0.6513522079912946,0.9488653750158846,wangqian_1473752794,21,0,word,True,False
not,2.300106374983443,0.8835713750158902,0.0,wangqian_1473752794,21,1,word,False,False
then,3.250233458005823,0.6181273749971297,1.6153840839979239,wangqian_1473752794,21,2,word,False,False
not,3.250233458005823,0.5001144589914475,2.3999377499858383,wangqian_1473752794,21,1,word,False,False
walk,4.233655541000189,0.9166894160152879,1.1167184590012766,wangqian_1473752794,21,2,word,False,False
too,3.666880917007802,0.9500977079733275,0.0,wangqian_1473752794,21,3,word,False,False
promise,4.999138209008379,0.3998010829964187,3.7516577079950366,wangqian_1473752794,21,4,word,False,False
too,9.3336984590278,0.5836273329914548,0.0,wangqian_1473752794,21,3,word,False,False
i,0.3667600000044331,0.6499828749801964,0.0,wangqian_1473752794,22,0,word,True,False
do,1.283391916018445,1.1334439999773167,0.0,wangqian_1473752794,22,1,word,False,False
not,2.5334215000038967,0.8334885840013158,0.0,wangqian_1473752794,22,2,word,False,False
care,2.6999070000019856,0.9503841249970719,0.0,wangqian_1473752794,22,3,word,False,False
if,1.1667089160182513,1.2335731249768287,0.0,wangqian_1473752794,22,4,word,False,False
you,3.1329150840174407,0.8005106250056997,0.0,wangqian_1473752794,22,5,word,False,False
do,1.1333603329840116,0.6167800840048585,1.050052583013894,wangqian_1473752794,22,6,word,False,False
world,4.450318666000385,1.3499651250021998,0.0,wangqian_1473752794,23,0,word,True,False
population,9.367381416988792,1.0500067920074798,0.0,wangqian_1473752794,23,1,word,False,False
is,1.4666713750048075,0.8335347909887787,0.0,wangqian_1473752794,23,2,word,False,False
user,3.316559041995788,1.2836574579996523,0.0,wangqian_1473752794,24,0,word,True,False
friendly,9.700646000012057,1.2167184169811662,0.0,wangqian_1473752794,24,1,word,False,False
we,1.5000698329822626,0.5167870000004768,0.0,wangqian_1473752794,25,0,word,True,False
better,4.4669927500071935,0.9166310839937069,0.0,wangqian_1473752794,25,1,word,False,False
investigate,7.967079333000584,0.8669384999957401,0.0,wangqian_1473752794,25,2,word,False,False
she,1.6662483749969397,1.116952875017887,0.0,wangqian_1473752794,26,0,word,True,False
wears,3.3336234169837553,1.1499640830152202,0.0,wangqian_1473752794,26,1,word,False,False
too,2.733446541999001,0.8335200829897076,0.0,wangqian_1473752794,26,2,word,False,False
much,3.5335961249948014,0.8003158750070725,0.0,wangqian_1473752794,26,3,word,False,False
make,3.716460041992832,1.9836948330048472,0.0,wangqian_1473752794,26,4,word,False,False
s,1.3999515420000535,0.6001061249990016,0.0,wangqian_1473752794,26,5,word,False,False
much,2.6331668340135366,0.6168912079883739,0.0,wangqian_1473752794,26,3,word,False,False
i,0.4818150410137605,0.31777012499514967,0.0,wangqian_1473752794,27,0,word,True,False
can,1.433438042004127,0.4503147499926854,0.0,wangqian_1473752794,27,1,word,False,False
still,3.9666523750056513,0.6669283749943133,0.0,wangqian_1473752794,27,2,word,False,False
feel,2.300113707984565,0.6670680829847697,1.1663257090258412,wangqian_1473752794,27,3,word,False,False
you,3.0999481670151,1.6840203749889042,0.0,wangqian_1473752794,27,4,word,False,False
feel,8.85065145799308,0.6850139580201358,1.2152492919994984,wangqian_1473752794,27,3,word,False,False
your,4.083398124988889,1.0333657920127735,0.0,wangqian_1473752794,27,4,word,False,False
the,1.9165284580085427,0.5833647079998627,0.0,wangqian_1473752794,28,0,word,True,False
registration,14.801027625013376,2.200044541998068,0.0,wangqian_1473752794,28,1,word,False,False
period,8.934272791986587,1.0846294169896282,2.048550416016951,wangqian_1473752794,28,2,word,False,False
is,1.4499083750124555,0.9836904580006376,0.0,wangqian_1473752794,28,3,word,False,False
you,2.7998807500116527,0.7000919159909245,0.0,wangqian_1473752794,29,0,word,True,False
will,2.9668036670191213,1.2164429999829736,0.0,wangqian_1473752794,29,1,word,False,False
loose,5.517300917010289,1.168161792011233,1.1987157909898087,wangqian_1473752794,29,2,word,False,False
your,4.700248832989018,1.016852792003192,0.0,wangqian_1473752794,29,3,word,False,False
the,1.8498702090000734,0.8003058329923078,0.0,wangqian_1473752794,30,0,word,True,False
library,6.017115583003033,1.066638749995036,0.0,wangqian_1473752794,30,1,word,False,False
has,2.616881459020078,0.9165559579851106,1.1668876250041649,wangqian_1473752794,30,2,word,False,False
many,3.5499998329905793,0.8503074590116739,0.0,wangqian_1473752794,30,3,word,False,False
book,2.9334579579881392,1.7003265830280725,0.0,wangqian_1473752794,30,4,word,False,False
go,2.2001752920041326,0.7178469159989618,0.8154494170157705,wangqian_1473752794,31,0,word,True,False
out,2.650234708999051,0.86676979099866,0.0,wangqian_1473752794,31,1,word,False,False
for,2.500136416987516,1.0502030000207014,0.0,wangqian_1473752794,31,2,word,False,False
some,3.5831289170018863,1.0338270829815883,0.0,wangqian_1473752794,31,3,word,False,False
pizza,3.9337502919952385,0.9331647910003085,0.0,wangqian_1473752794,31,4,word,False,False
and,2.0669592500198632,0.7832126669818535,0.0,wangqian_1473752794,31,5,word,False,False
pay,2.6831972079817206,0.8501552910020109,1.4669279170047957,wangqian_1473752794,32,0,word,True,False
off,2.1335449169855565,0.9166034580266569,0.0,wangqian_1473752794,32,1,word,False,False
a,0.3498039589903783,0.7836571660009213,0.0,wangqian_1473752794,32,2,word,False,False
mortgage,7.367054875008762,1.0334505419887137,0.0,wangqian_1473752794,32,3,word,False,False
for,1.9665298750041984,0.950417332991492,0.0,wangqian_1473752794,32,4,word,False,False
a,0.33326445901184343,0.5832228329963982,0.0,wangqian_1473752794,32,5,word,False,False
so,2.550175875017885,1.6332414170028642,0.0,wangqian_1473752794,33,0,word,True,False
you,3.233628999994835,0.8336386249866337,0.0,wangqian_1473752794,33,1,word,False,False
think,4.800186625012429,1.0167617499828339,0.0,wangqian_1473752794,33,2,word,False,False
you,2.7002043329994194,0.9834508339990862,0.0,wangqian_1473752794,33,3,word,False,False
deserve,4.783564833021956,0.9169096669938881,0.0,wangqian_1473752794,33,4,word,False,False
a,0.26651483299792744,0.5498328329995275,0.0,wangqian_1473752794,33,5,word,False,False
what,5.033332916995278,1.4167599579959642,0.0,wangqian_1473752794,34,0,word,True,False
goes,4.833810624986654,1.0832755840092432,0.0,wangqian_1473752794,34,1,word,False,False
up,2.266832749999594,1.366788000013912,0.0,wangqian_1473752794,34,2,word,False,False
must,3.683481749991188,1.566827208007453,0.0,wangqian_1473752794,34,3,word,False,False
come,2.3167492499924265,1.0002760000061244,0.0,wangqian_1473752794,34,4,word,False,False
the,1.8499680420209188,0.8167620409803931,0.0,wangqian_1473752794,35,0,word,True,False
trains,6.600350209017051,1.533653916005278,0.0,wangqian_1473752794,35,1,word,False,False
are,2.033122666995041,1.1670497499872,0.0,wangqian_1473752794,35,2,word,False,False
always,5.050293458014494,1.2001182499807328,0.0,wangqian_1473752794,35,3,word,False,False
rain,3.9669497089926153,1.5164372920116875,3.1171210409956984,wangqian_1473752794,36,0,word,True,False
rain,4.400334667006973,0.734727417002432,0.948797207995085,wangqian_1473752794,36,1,word,False,False
go,2.0000402499863412,0.8666194999823347,0.8502134160080459,wangqian_1473752794,36,2,word,False,False
important,8.167254333005985,0.866583625000203,0.0,wangqian_1473752794,37,0,word,True,False
for,2.2670017089985777,0.9000222499889787,0.0,wangqian_1473752794,37,1,word,False,False
political,8.183875624992652,0.9170058330055326,0.0,wangqian_1473752794,37,2,word,False,False
the,2.6998551659926306,0.6999058750225231,0.0,wangqian_1473752794,38,0,word,True,False
adult,3.4002687499742024,0.43345012501231395,4.23351633400307,wangqian_1473752794,38,1,word,False,False
the,8.250393124995753,0.5167159590055235,0.0,wangqian_1473752794,38,0,word,True,False
first,5.933894665999105,0.5501631250081118,0.9499690419761464,wangqian_1473752794,38,1,word,False,False
time,2.8167224579956383,1.0334224170073867,0.0,wangqian_1473752794,38,2,word,False,False
he,1.9668882499972824,0.8667401669954415,0.0,wangqian_1473752794,38,3,word,False,False
tried,5.100351958011743,0.8666153329832014,0.0,wangqian_1473752794,38,4,word,False,False
to,2.2169517500151414,0.8499087920063175,0.0,wangqian_1473752794,38,5,word,False,False
do,1.2500358750112355,0.5334323330025654,0.0,wangqian_1473752794,39,0,word,True,False
you,3.3501735419849865,0.8337768750207033,0.0,wangqian_1473752794,39,1,word,False,False
prefer,5.0999428749782965,0.8833970410050824,0.0,wangqian_1473752794,39,2,word,False,False
a,0.19999462499981746,0.6666707090043928,0.0,wangqian_1473752794,39,3,word,False,False
who,3.0670042500132695,1.4834777909854893,0.0,wangqian_1473752794,39,4,word,False,False
window,11.067553708009655,0.9832796249829698,0.0,wangqian_1473752794,39,4,word,False,False
well,3.166849375003949,0.8169898329942953,0.0,wangqian_1473752794,40,0,word,True,False
connected,7.55018624998047,1.633562292001443,0.0,wangqian_1473752794,40,1,word,False,False
will,6.233646375010721,1.4501152079901658,0.0,wangqian_1473752794,40,2,word,False,False
with,11.384029083012138,0.9833833749871701,0.0,wangqian_1473752794,40,2,word,False,False
time,2.966898874990875,0.8333292920142412,0.0,wangqian_1473752794,41,0,word,True,False
to,2.6001341250084806,0.9334084579895716,0.0,wangqian_1473752794,41,1,word,False,False
go,1.683440958004212,0.7513620409881696,1.0655432089988608,wangqian_1473752794,41,2,word,False,False
the,2.1334977079823148,0.8671843750053085,0.0,wangqian_1473752794,42,0,word,True,False
postal,4.90016945899697,1.2001408750074916,0.0,wangqian_1473752794,42,1,word,False,False
service,5.650199166004313,0.8168481249886099,0.0,wangqian_1473752794,42,2,word,False,False
is,1.6000275420083199,1.3000488329853397,0.0,wangqian_1473752794,42,3,word,False,False
very,3.71685837500263,0.8834222090081312,0.0,wangqian_1473752794,42,4,word,False,False
the,1.9333547500136774,0.75014225000632,0.0,wangqian_1473752794,43,0,word,True,False
